Run,Assay Type,AvgSpotLen,Bank,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_concentration_ug/ml,Experiment,Generations,Genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,Strain,TEST,Time,TREATMENT
SRR7686782,Tn-Seq,51,L2F,519695406,PRJNA485590,SAMN09810031,"Microbe\, viral or environmental",250929645,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547133,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL2F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL2F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686783,Tn-Seq,51,L1F,654368607,PRJNA485590,SAMN09810028,"Microbe\, viral or environmental",318765909,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547132,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL1F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL1F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686784,Tn-Seq,51,L2F,413082966,PRJNA485590,SAMN09810029,"Microbe\, viral or environmental",196153495,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547131,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BL2F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BL2F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686785,Tn-Seq,51,L3F,465904992,PRJNA485590,SAMN09810034,"Microbe\, viral or environmental",231227414,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547130,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BL3F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BL3F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686786,Tn-Seq,51,L3F,480954633,PRJNA485590,SAMN09810035,"Microbe\, viral or environmental",231221765,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547129,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL3F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL3F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686787,Tn-Seq,51,L2F,577291389,PRJNA485590,SAMN09810032,"Microbe\, viral or environmental",275867538,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547128,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL2F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL2F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686788,Tn-Seq,51,L3F,501723363,PRJNA485590,SAMN09810033,"Microbe\, viral or environmental",250358182,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547127,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BL3F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BL3F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686789,Tn-Seq,51,1,500595804,PRJNA485590,SAMN09809993,"Microbe\, viral or environmental",229919350,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547126,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B1_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B1_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686790,Tn-Seq,51,1,688662129,PRJNA485590,SAMN09809992,"Microbe\, viral or environmental",314470061,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547125,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B1_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B1_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686791,Tn-Seq,51,GPN3,513459024,PRJNA485590,SAMN09810150,"Microbe\, viral or environmental",226179386,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547124,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686792,Tn-Seq,51,GPN6,393409818,PRJNA485590,SAMN09810151,"Microbe\, viral or environmental",173668631,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547123,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN6_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN6_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686793,Tn-Seq,51,GPN3,395568189,PRJNA485590,SAMN09810148,"Microbe\, viral or environmental",174343708,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547122,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN3_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN3_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686794,Tn-Seq,51,GPN3,494037153,PRJNA485590,SAMN09810149,"Microbe\, viral or environmental",218884936,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",50,SRX4547121,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686795,Tn-Seq,51,GPN7,256540761,PRJNA485590,SAMN09810154,"Microbe\, viral or environmental",114398529,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547120,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN7_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN7_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686796,Tn-Seq,51,GPN7,266079444,PRJNA485590,SAMN09810155,"Microbe\, viral or environmental",117284339,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",50,SRX4547119,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN7_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN7_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686797,Tn-Seq,51,GPN6,407628822,PRJNA485590,SAMN09810152,"Microbe\, viral or environmental",178979142,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",50,SRX4547118,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686798,Tn-Seq,51,GPN6,274783104,PRJNA485590,SAMN09810153,"Microbe\, viral or environmental",120558284,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547117,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686799,Tn-Seq,51,2,738649626,PRJNA485590,SAMN09809995,"Microbe\, viral or environmental",336116510,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547116,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686800,Tn-Seq,51,2,632979462,PRJNA485590,SAMN09809994,"Microbe\, viral or environmental",290950245,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547115,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686801,Tn-Seq,51,GPN7,264583053,PRJNA485590,SAMN09810156,"Microbe\, viral or environmental",116821381,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547114,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN7_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN7_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686802,Tn-Seq,51,GPN8_9,191483274,PRJNA485590,SAMN09810157,"Microbe\, viral or environmental",85077798,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547113,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN8_9_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN8_9_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686803,Tn-Seq,51,1,527550375,PRJNA485590,SAMN09809991,"Microbe\, viral or environmental",242842382,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547112,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B1_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B1_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686804,Tn-Seq,51,NM,852208572,PRJNA485590,SAMN09809990,"Microbe\, viral or environmental",381894686,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547111,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BNM_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BNM_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686805,Tn-Seq,51,NM,806679546,PRJNA485590,SAMN09809989,"Microbe\, viral or environmental",357335701,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547110,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BNM_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BNM_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686806,Tn-Seq,51,NM,673722852,PRJNA485590,SAMN09809988,"Microbe\, viral or environmental",299870370,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547109,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_BNM_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_BNM_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
